Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Profit
528,CA-2018-113558,21/10/2018,26/10/2018,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801.0,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,9.1392
529,US-2016-138303,03/09/2016,07/09/2016,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,36.336,7.2672
530,US-2016-138303,03/09/2016,07/09/2016,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248,133.24960000000002
531,US-2016-138303,03/09/2016,07/09/2016,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,10.502400000000002
532,CA-2016-102848,07/11/2016,09/11/2016,Second Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,38.144
533,US-2018-129441,07/09/2018,11/09/2018,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Los Angeles,California,90032.0,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,9.588
534,CA-2017-168753,29/05/2017,01/06/2017,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,195.99
535,CA-2017-168753,29/05/2017,01/06/2017,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,4.55
536,CA-2017-126613,10/07/2017,16/07/2017,Standard Class,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,3.3536
537,US-2018-122637,03/09/2018,08/09/2018,Second Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.616,8.523200000000001
538,CA-2016-147851,03/12/2016,08/12/2016,Standard Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752,2.1504000000000003
539,CA-2016-134894,07/12/2016,11/12/2016,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,30.588
540,CA-2016-134894,07/12/2016,11/12/2016,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,56.784000000000006
541,CA-2015-140795,01/02/2015,03/02/2015,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302.0,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,93.78
542,CA-2017-136924,14/07/2017,17/07/2017,First Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705.0,West,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,76.1728
543,US-2016-120161,18/12/2016,23/12/2016,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503.0,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,129.3552
544,CA-2015-103849,11/05/2015,16/05/2015,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,11.6224
545,CA-2015-103849,11/05/2015,16/05/2015,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792,20.1584
546,CA-2015-103849,11/05/2015,16/05/2015,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106.0,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,13.2224
547,CA-2018-162929,19/11/2018,22/11/2018,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,10035.0,East,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,41.28,8.256
548,CA-2018-162929,19/11/2018,22/11/2018,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,10035.0,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,2.672
549,CA-2016-113173,15/11/2016,17/11/2016,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,250.272,50.0544
550,CA-2016-113173,15/11/2016,17/11/2016,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,2.2728
551,CA-2016-113173,15/11/2016,17/11/2016,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,8.72,1.7440000000000002
552,CA-2017-136406,15/04/2017,17/04/2017,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,94110.0,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,224.3136
553,CA-2018-112774,11/09/2018,12/09/2018,First Class,RC-19960,Ryan Crowe,Consumer,United States,Jacksonville,Florida,32216.0,South,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,6.9008
554,CA-2018-101945,24/11/2018,28/11/2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77070.0,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824,2.1648
555,CA-2018-100650,29/06/2018,03/07/2018,Second Class,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804.0,West,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,259.156
556,CA-2015-155852,03/03/2015,07/03/2015,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403.0,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,3.8912
557,CA-2017-113243,10/06/2017,15/06/2017,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045.0,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,4.14
558,CA-2017-113243,10/06/2017,15/06/2017,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045.0,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,267.136
559,CA-2017-113243,10/06/2017,15/06/2017,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045.0,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,6.48
560,CA-2018-118731,20/11/2018,22/11/2018,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110.0,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,8.520000000000001
561,CA-2018-118731,20/11/2018,22/11/2018,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110.0,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,16.8112
562,CA-2015-145576,14/09/2015,18/09/2015,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614.0,South,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,2.6
563,CA-2015-145576,14/09/2015,18/09/2015,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614.0,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,2.6256000000000004
564,CA-2016-130736,07/12/2016,09/12/2016,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105.0,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,0.792
565,CA-2016-130736,07/12/2016,09/12/2016,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105.0,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61,0.522
566,CA-2018-137099,07/12/2018,10/12/2018,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008.0,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.376,74.87519999999999
567,CA-2018-156951,01/10/2018,08/10/2018,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105.0,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84,18.368000000000002
568,CA-2018-156951,01/10/2018,08/10/2018,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105.0,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81.088,16.2176
569,CA-2018-156951,01/10/2018,08/10/2018,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105.0,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3.8880000000000003
570,CA-2018-156951,01/10/2018,08/10/2018,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105.0,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,90.2304
571,CA-2018-164826,28/12/2018,04/01/2019,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024.0,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,14.490000000000002
572,CA-2018-164826,28/12/2018,04/01/2019,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024.0,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,2.7920000000000003
573,CA-2018-164826,28/12/2018,04/01/2019,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,6.652800000000001
574,CA-2018-164826,28/12/2018,04/01/2019,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,2.97
575,CA-2017-127250,03/11/2017,07/11/2017,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270.0,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,1.7640000000000002
576,CA-2016-149713,18/09/2016,22/09/2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805.0,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,32.144
577,CA-2016-149713,18/09/2016,22/09/2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805.0,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,3.9840000000000004
578,CA-2016-149713,18/09/2016,22/09/2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805.0,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,1.46
579,CA-2018-118640,20/07/2018,26/07/2018,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,13.942400000000001
580,CA-2018-118640,20/07/2018,26/07/2018,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1.7584
581,CA-2016-132906,10/09/2016,14/09/2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004.0,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,10.304000000000002
582,CA-2018-145233,01/12/2018,05/12/2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.376,94.0752
583,CA-2018-145233,01/12/2018,05/12/2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,21.1168
584,CA-2018-145233,01/12/2018,05/12/2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152,6.2304
585,CA-2018-145233,01/12/2018,05/12/2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,1.3566000000000003
586,CA-2018-145233,01/12/2018,05/12/2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368,81.2736
587,CA-2016-128139,03/07/2016,09/07/2016,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475.0,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,14.196000000000002
588,CA-2016-128139,03/07/2016,09/07/2016,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475.0,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,58.986000000000004
589,US-2017-156986,20/03/2017,24/03/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,16.9568
590,US-2017-156986,20/03/2017,24/03/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,4.147200000000001
591,US-2017-156986,20/03/2017,24/03/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,3.3642000000000003
592,US-2017-156986,20/03/2017,24/03/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2.0736000000000003
593,CA-2015-135405,09/01/2015,13/01/2015,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041.0,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,1.8688
594,CA-2015-135405,09/01/2015,13/01/2015,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041.0,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,6.24
595,CA-2015-131450,08/08/2015,15/08/2015,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024.0,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,15.224000000000002
596,CA-2015-131450,08/08/2015,15/08/2015,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024.0,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,239.99520000000004
597,CA-2015-131450,08/08/2015,15/08/2015,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024.0,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,89.19200000000001
598,CA-2015-131450,08/08/2015,15/08/2015,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024.0,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,65.552
599,CA-2017-120180,14/07/2017,16/07/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2.3264
600,US-2017-100720,16/07/2017,21/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,28.796400000000002
601,US-2017-100720,16/07/2017,21/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,98.8752
602,US-2017-100720,16/07/2017,21/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,1.168
603,CA-2015-149958,15/03/2015,19/03/2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,28.555200000000003
604,CA-2015-149958,15/03/2015,19/03/2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,9.1392
605,CA-2015-149958,15/03/2015,19/03/2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,1.4436
606,CA-2015-149958,15/03/2015,19/03/2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.188,8.6376
607,CA-2015-149958,15/03/2015,19/03/2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614.0,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,26.3808
608,US-2015-105767,23/05/2015,27/05/2015,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,0.6564000000000001
609,US-2015-105767,23/05/2015,27/05/2015,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,4.2336
610,US-2015-105767,23/05/2015,27/05/2015,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,11.037600000000001
611,CA-2017-161816,28/04/2017,01/05/2017,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217.0,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,73.91520000000001
612,CA-2017-161816,28/04/2017,01/05/2017,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,3.1424000000000003
613,CA-2017-121223,11/09/2017,13/09/2017,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,1.6896000000000002
614,CA-2017-121223,11/09/2017,13/09/2017,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,145.78920000000002
615,CA-2018-138611,14/11/2018,17/11/2018,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123.0,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,23.988
616,CA-2018-138611,14/11/2018,17/11/2018,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123.0,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,0.7296
617,CA-2018-117947,18/08/2018,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,8.096
618,CA-2018-117947,18/08/2018,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,1.988
619,CA-2018-117947,18/08/2018,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,21.484800000000003
620,CA-2018-117947,18/08/2018,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,7.582
621,CA-2018-117947,18/08/2018,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,17.604
622,US-2015-111171,26/12/2015,31/12/2015,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,1.738
623,CA-2016-138009,29/11/2016,03/12/2016,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126.0,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,60.391999999999996
624,CA-2016-138009,29/11/2016,03/12/2016,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126.0,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,111.04200000000002
625,CA-2016-138009,29/11/2016,03/12/2016,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126.0,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,104.69600000000001
626,CA-2016-138009,29/11/2016,03/12/2016,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126.0,Central,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,32.364
627,CA-2018-163020,15/09/2018,19/09/2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10009.0,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7.112000000000001
628,CA-2018-153787,19/05/2018,23/05/2018,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115.0,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,19.432000000000002
629,CA-2018-133431,17/12/2018,21/12/2018,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24,3.048
630,CA-2018-133431,17/12/2018,21/12/2018,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122.0,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23,2.6460000000000004
631,US-2017-135720,11/12/2017,13/12/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013.0,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,48.6768
632,US-2017-135720,11/12/2017,13/12/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013.0,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,23.96
633,US-2017-135720,11/12/2017,13/12/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013.0,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,60.1536
634,CA-2018-144694,24/09/2018,26/09/2018,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180.0,South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3.576
635,CA-2018-144694,24/09/2018,26/09/2018,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180.0,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,47.1888
636,CA-2016-168004,04/10/2016,09/10/2016,Second Class,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088.0,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,78.58800000000001
637,US-2017-123470,15/08/2017,21/08/2017,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013.0,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3.7764000000000006
638,US-2017-123470,15/08/2017,21/08/2017,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013.0,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,24.465600000000002
639,CA-2017-115917,20/05/2017,25/05/2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591.0,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,209.84000000000003
640,CA-2017-115917,20/05/2017,25/05/2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591.0,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,3.0848
